return,trend,volatility,skew,volume,date
0.00037660587542287516,0.001889164877540317,0.000666653983667561,0.5281314757230121,2.744001798055852,2006-07-12
0.001257463413899984,0.002389277474556195,0.0006703153839218639,0.4892973508879659,0.42466160940056524,2006-07-13
0.0001253460728367628,0.001759415362159622,0.0006633396384223292,0.47794237633902875,0.3168907116275537,2006-07-14
-0.0001253460728367628,0.0016340692893228592,0.000648121380477385,0.4984646220051857,0.7859374225219418,2006-07-17
-0.0007539746654909862,0.000880094623831873,0.0006708286115119719,0.5161201121880796,0.8240581334828042,2006-07-18
0.001382113913751759,0.001885602662160757,0.000717654777554622,0.466867016969936,0.6922108795972591,2006-07-19
0.001255096057528604,0.001883235305789377,0.0007515930450373197,0.41733074149044996,0.49736703189174575,2006-07-20
-0.0002502674746684974,0.0015076217582841167,0.0007392530172760731,0.43188699409871245,1.422705399268175,2006-07-21
0.0,0.0016329678311208795,0.0007311792225967754,0.46539020631055145,0.20168151336202583,2006-07-24
-0.00025189488450205744,0.0021350476121098083,0.0007415584423880611,0.4626905066407816,0.32106972879051143,2006-07-25
0.0012541520012039342,0.0020070856995619835,0.0007682716332908265,0.4429076282327874,1.4831178099882751,2006-07-26
0.0005015331238071852,0.0012535227658405645,0.0007423421160988642,0.46765852691639714,1.1781244921176661,2006-07-27
0.0012519534135293497,0.0027557436540384117,0.0007006509291632029,0.38731998551761765,0.7924050632911392,2006-07-28
0.0001247972047053736,0.0028805408587437853,0.0006919603935828173,0.44901838194650673,0.6778088845414376,2006-07-31
0.0006143991011589023,0.003746834844404745,0.0006848464267502185,0.3825026037302027,0.3818188667872212,2006-08-01
0.0,0.002492682843200811,0.0006257601725948151,0.3825026037302027,0.6027266204257354,2006-08-02
-0.00012627965347533632,0.0018648700659182893,0.0006313906727136779,0.4444993930256999,0.5110341577362048,2006-08-03
0.0008789496806169694,0.001491866333005909,0.0006359584900003892,0.4296197350830653,1.5655370476737507,2006-08-04
0.00037534410227646475,0.0017424132305770001,0.0006297953722472718,0.3973860876442052,0.7558447287163652,2006-08-07
0.0005012773336137144,0.0016292914630318123,0.000623209420260452,0.38625056711223216,0.9798052194443273,2006-08-08
0.00037501527342964636,0.0020043067364614586,0.00062321529222399,0.3602949523189272,1.1437003820723421,2006-08-09
-0.0002505132812373745,0.0018800731086994205,0.0006075202215145181,0.3845520207633588,0.6142202543376409,2006-08-10
-0.0008765122537255365,0.0001246111743569145,0.0006650825286545461,0.42042214795328287,0.621136949471992,2006-08-11
-0.0005016545356939517,-0.000752387463613502,0.0006826607898452106,0.4611183607373066,0.9883067236339105,2006-08-14
0.0013781667894194882,0.00012450199219227187,0.0006799621689757408,0.4440114690292037,0.961284586577579,2006-08-15
0.0016279924948223723,0.0013774792135849978,0.0007009007526573311,0.4277569473819895,1.611180827243424,2006-08-16
-0.00012585329717307303,0.0015021391976492993,0.0006793030514431179,0.4354310286178913,0.643824193073678,2006-08-17
0.00037595912741839044,0.0027546105787932262,0.0006656859683355648,0.47935414447814756,0.6931235782607504,2006-08-18
0.0006242148992532393,0.003880480013740417,0.0006627261454380182,0.4335326604490331,0.817176823509805,2006-08-21
-0.0001241908193536645,0.0023781224049672645,0.0006568299398167953,0.44074168462790825,0.8103988979747355,2006-08-22
0.0,0.0007501299101448922,0.00062968909701286,0.4293506369601732,1.1786980097543243,2006-08-23
