return,trend,volatility,skew,volume,date
0.0018996638127961596,0.01058027387710192,0.025651841835662458,-1.0426466519421589,1.3825164469691453,2006-07-12
0.004990974993328567,0.004387292511970564,0.025648841402221362,-1.0589554793562912,1.0526438496689359,2006-07-13
-0.013046104945181991,0.015247403697430162,0.023175824782986243,-1.1008170067185605,0.9532548047117173,2006-07-14
-0.05377255307177853,-0.0170151050059828,0.026726235000733983,-0.9927064298953262,1.6461146496815287,2006-07-17
-0.028105330274486917,-0.08803334948532271,0.02633512229229193,-0.9361295155509469,1.1271676300578035,2006-07-18
0.05007027214279036,-0.03986274115532851,0.027570921342280296,-0.8728762612634765,0.5830358242028807,2006-07-19
-0.02168967462795468,-0.06654339077661175,0.027850024965085627,-0.8344727280566646,0.6208306709265176,2006-07-20
-0.005704312091175723,-0.05920159792260549,0.027279488147466006,-0.8224687420876776,0.6870726997547101,2006-07-21
0.007354326215643692,0.0019252813648167333,0.027258175190641266,-0.8190381013272741,0.8241333058192324,2006-07-24
0.006845903237160833,0.03687651487646448,0.027233557725145352,-0.8803942568224503,0.7081778606965174,2006-07-25
0.010316833588256191,-0.002876923678069687,0.027093954988970746,-0.9106365889513174,0.5892954200875361,2006-07-26
0.023842424652031013,0.04265517560191601,0.02744443970237041,-0.9100148048065407,0.881533622884529,2006-07-27
0.0021953905634357618,0.05055487825652749,0.025233213005203203,-0.9915820097341604,0.5821404660949405,2006-07-28
0.001314924581309107,0.04451547662219291,0.024239584704021166,-1.0774888233500948,0.924461611339868,2006-07-31
0.029775662488721988,0.06744523587375406,0.02467474526960513,-1.0841147234350201,1.079882237487733,2006-08-01
0.03426996452895503,0.0913983668144529,0.02570979263838516,-1.0975362677913612,1.6526985044433207,2006-08-02
-0.007422714492767213,0.060133227669654676,0.02573325181019079,-1.1084028146046023,0.8863546140243242,2006-08-03
0.02477337172629257,0.08271120883251148,0.025451435698283863,-1.2138116687278826,1.2906362878577382,2006-08-04
-0.005912624036599201,0.07548366021460318,0.02484535922760942,-1.185252447827487,1.0709177800258136,2006-08-07
-0.0040700096882968495,0.04163798803758434,0.02326745781696169,-1.1791948913676418,0.5998767624777991,2006-08-08
0.020825677994444458,0.028193701503073765,0.023607175700087402,-1.1990112239324842,1.2616806435050487,2006-08-09
-0.0322281230141348,0.0033882929817061758,0.024941186481195223,-1.2082508091775066,1.2951857128657103,2006-08-10
-0.016805719987803336,-0.03819079873238973,0.02507422466729693,-1.2762063461237518,1.2595172775191887,2006-08-11
0.010764905556966298,-0.02151326913882423,0.021435631893637584,-1.2758830691376744,1.0402684563758389,2006-08-14
0.004719919332484057,-0.012723340118043325,0.019972522010659664,-1.2999243039705604,0.48381082592753716,2006-08-15
0.01792999034439946,-0.015619027768088323,0.017426777836297105,-1.3757764797157797,0.7795330817273972,2006-08-16
-0.029395719143042065,-0.012786623896995586,0.018120592254488917,-1.2917633537611144,0.9793560668220158,2006-08-17
